#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-06-04T23:29:25 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5b15cb297d6b	
#INFO	-out.max=unlimited	
#INFO	queryParameters=19	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/PASP/129/E4501&tab:{J/PASP/129/E4501/table1}&key:source=J/PASP/129/E4501&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/PASP/129/E4501/table1
#-order=I
#-out=Star
#-out=RAJ2000
#-out=DEJ2000
#-out=Ep
#-out=Vmag
#-out=SpType
#-out=Dist
#-out=pmRA
#-out=pmDE
#-out=SimbadName
#

#RESOURCE=yCat_61303501
#Name: J/PASP/129/E4501
#Title: Search for extraterrestrial intelligence (Isaacson+, 2017)
#Table	J_PASP_129_E4501_table1:
#Name: J/PASP/129/E4501/table1
#Title: Stellar Targets
#Column	Star	(A9)	Star name	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A10)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Ep	(I4)	[2000] Epoch	[ucd=time.epoch]
#Column	Vmag	(F5.2)	V magnitude	[ucd=phot.mag;em.opt.V]
#Column	SpType	(a7)	Spectral type	[ucd=src.spType]
#Column	Dist	(F5.2)	Distance	[ucd=pos.distance;pos.heliocentric]
#Column	pmRA	(F5.2)	Proper motion along RA, pmRA*cosDE	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F5.2)	Proper motion along DE	[ucd=pos.pm;pos.eq.dec]
#Column	SimbadName	(a24)	Simbad column added by the CDS	[ucd=meta.id]
Star|RAJ2000|DEJ2000|Ep|Vmag|SpType|Dist|pmRA|pmDE|SimbadName
HIP96710 |19 39 36.2|-26 45 07|2000|10.40|---    |22.30| 0.37|-0.26|HIP96710
HIP96895 |19 41 49.0|+50 31 30|2000| 5.99|G2V    |21.60|-0.15|-0.16|HIP96895
HIP96901 |19 41 52.0|+50 31 03|2000| 6.25|G5V    |21.40|-0.14|-0.16|HIP96901
HIP97051 |19 43 25.3|+10 05 22|2000|10.00|M0     |22.60| 0.19| 0.10|HIP97051
HIP97222 |19 45 33.5|+33 36 07|2000| 7.68|K3V    |20.30| 0.01|-0.44|HIP97222
HIP97222 |19 45 33.5|+33 36 07|2000| 7.68|K3V    |20.30| 0.01|-0.44|HIP97222
HIP97223 |19 45 35.6|+30 00 36|2000| 9.15|K5V    |20.60|-0.07|-0.10|HIP97223
HIP97295 |19 46 25.6|+33 43 39|2000| 5.00|F5     |20.80| 0.02|-0.45|HIP97295
HIP97534 |19 49 25.3|-72 30 12|2000| 5.39|A4III  |41.50| 0.01| 0.01|HIP97534
HIP97650 |19 50 46.8|+10 45 48|2000| 5.38|F0V    |26.40|-0.03| 0.03|HIP97650
HIP97649 |19 50 47.0|+08 52 05|2000| 0.76|A7IV-V | 5.14| 0.54| 0.39|HIP97649
GJ768    |19 50 47.0|+08 52 06|2000| 0.77|A7IV   | 5.11| 0.54| 0.39|GJ768
HIP97675 |19 51 01.6|+10 24 56|2000| 5.12|F8V    |19.30| 0.24|-0.13|HIP97675
GJ1245AC |19 53 54.2|+44 24 55|2000|13.40|M5.5V  | 4.54| 0.44|-0.58|GJ1245A
GJ1245B  |19 53 55.2|+44 24 56|2000|14.00|M6V    | 4.54| 0.44|-0.58|GJ1245B
HIP98036 |19 55 18.8|+06 24 24|2000| 3.71|G8IVvar|13.70| 0.05|-0.48|HIP98036
HIP98106 |19 56 16.1|-72 21 51|2000| 8.40|K5V    |23.30|-0.01|-0.30|HIP98106
HIP98130 |19 56 37.0|-31 20 07|2000| 8.42|K3/K4V |19.10| 0.41| 0.03|HIP98130
HIP98192 |19 57 13.4|+29 49 26|2000| 7.91|K1V    |25.40| 0.11| 0.24|HIP98192
HIP98204 |19 57 19.6|-12 34 04|2000| 9.29|K4V    |18.80|-0.09|-0.51|HIP98204
HIP98316 |19 58 33.0|-54 56 12|2000| 8.54|K3V    |22.70| 0.11|-0.12|HIP98316
HIP98416 |19 59 47.3|-09 57 29|2000| 5.87|F8V    |24.50|-0.25|-0.39|HIP98416
HIP98421 |19 59 51.4|-34 41 52|2000| 5.30|A4/A5IV|48.00| 0.11|-0.07|HIP98421
HIP98470 |20 00 20.3|-33 42 12|2000| 5.65|F7V    |20.80| 0.13|-0.29|HIP98470
HIP98505 |20 00 43.7|+22 42 39|2000| 7.67|G5     |19.20| 0.00|-0.25|HIP98505
HIP98677 |20 02 34.2|+15 35 31|2000| 7.15|G7V    |19.30|-0.16|-0.58|HIP98677
HIP98698 |20 02 47.0|+03 19 34|2000| 7.46|K4V    |13.10|-0.09| 0.12|HIP98698
HIP98767 |20 03 37.4|+29 53 48|2000| 5.73|G6IV+..|15.80| 0.68|-0.52|HIP98767
HIP98792 |20 03 52.1|+23 20 26|2000| 7.28|K1V    |15.50|-1.00|-0.91|HIP98792
HIP98819 |20 04 06.2|+17 04 12|2000| 5.80|G1V    |17.60|-0.39|-0.41|HIP98819
HIP98828 |20 04 10.0|+25 47 24|2000| 7.82|K3V    |21.60|-0.08|-0.04|HIP98828
HIP98906 |20 05 02.2|+54 26 03|2000|11.90|M3     |15.80|-1.17|-0.90|HIP98906
HIP98921 |20 05 09.8|+38 28 42|2000| 6.18|G5IV   |18.80| 0.26| 0.11|HIP98921
HIP98959 |20 05 32.8|-67 19 15|2000| 6.07|G2V    |17.70| 0.84|-0.67|HIP98959
HIP99031 |20 06 21.8|+35 58 20|2000| 5.38|K0IV   |24.10|-0.22|-0.44|HIP99031
HIP99137 |20 07 35.1|-55 00 57|2000| 6.26|F8V    |23.20| 0.02| 0.04|HIP99137
HIP99150 |20 07 45.0|-31 45 14|2000|12.10|M      |14.60| 0.29|-0.75|HIP99150
HIP99240 |20 08 43.6|-66 10 55|2000| 3.55|G5IV-Vv| 6.10| 1.21|-1.13|HIP99240
HIP99316 |20 09 34.3|+16 48 20|2000| 7.56|K0...  |24.30| 0.00| 0.18|HIP99316
HIP99385 |20 10 19.6|-20 29 36|2000| 8.91|K4Vp   |15.60|-0.46|-0.38|HIP99385
HIP99427 |20 10 52.4|+77 14 20|2000| 8.88|K5     |16.70| 0.06| 0.51|HIP99427
HIP99452 |20 11 06.1|+16 11 16|2000| 7.34|K1V    |20.40|-0.41| 0.40|HIP99452
HIP99461 |20 11 11.9|-36 06 04|2000| 5.32|K2V    | 6.05| 0.46|-1.57|HIP99461
HIP99572 |20 12 25.9|-12 37 03|2000| 5.84|F5V    |28.00| 0.19|-0.20|HIP99572
HIP99655 |20 13 23.9|+56 34 03|2000| 4.28|A3IV-Vn|46.70| 0.06| 0.08|HIP99655
HIP99701 |20 13 53.4|-45 09 50|2000| 7.97|M0V    | 6.20| 0.78|-0.16|HIP99701
HIP99711 |20 13 59.8|-00 52 00|2000| 7.79|K0     |19.80|-0.06| 0.26|HIP99711
HIP99742 |20 14 16.6|+15 11 51|2000| 4.94|A2V    |47.00| 0.06| 0.06|HIP99742
HIP99764 |20 14 28.2|-07 16 55|2000|10.10|K7V    |20.30| 0.01|-0.27|HIP99764
HIP99770 |20 14 32.0|+36 48 22|2000| 4.93|A2V    |41.00| 0.07| 0.07|HIP99770
HIP99825 |20 15 17.4|-27 01 58|2000| 5.73|K3V    | 8.82| 1.24|-0.18|HIP99825
HIP99880 |20 15 52.6|+42 58 44|2000| 9.98|M0     |24.40| 0.01|-0.06|HIP99880
HIP100017|20 17 31.3|+66 51 13|2000| 5.91|G3V    |17.50| 0.47| 0.30|HIP100017
HIP100064|20 18 03.3|-12 32 41|2000| 3.58|G6/G8II|33.30| 0.06| 0.00|HIP100064
HIP100184|20 19 17.8|-47 34 48|2000| 6.13|F5V    |29.40| 0.19|-0.18|HIP100184
HIP100223|20 19 36.9|-46 25 41|2000| 8.73|K5V    |17.90|-0.38|-0.10|HIP100223
HIP100511|20 22 52.4|+14 33 03|2000| 6.16|F8V    |26.10| 0.08|-0.01|HIP100511
HIP100852|20 26 53.0|-37 24 10|2000| 6.24|K1IV   |39.60|-0.26|-0.11|HIP100852
HIP100859|20 27 02.3|+49 23 00|2000| 5.73|F0V:   |37.60| 0.07| 0.06|HIP100859
HIP100923|20 27 41.7|-27 44 51|2000|11.40|M3     |15.40|-0.20|-0.88|HIP100923
HIP100925|20 27 44.2|-30 52 04|2000| 6.61|G6/G8V |19.40|-0.01|-0.52|HIP100925
HIP101027|20 28 51.6|-17 48 49|2000| 4.77|F3V    |30.20|-0.02|-0.01|HIP101027
HIP101093|20 29 34.9|+62 59 38|2000| 4.21|A7III  |41.50| 0.05|-0.01|HIP101093
HIP101150|20 30 10.7|+26 50 34|2000| 9.69|M2     |23.10|-0.16|-0.13|HIP101150
HIP101180|20 30 32.0|+65 26 58|2000|10.50|M3     | 7.96| 0.44| 0.28|HIP101180
HIP101262|20 31 32.1|+33 46 33|2000| 9.22|K5     |26.10| 0.14| 0.02|HIP101262
HIP101382|20 32 51.6|+41 53 54|2000| 7.08|G9V    |22.20|-0.16| 0.45|HIP101382
HIP101612|20 35 34.9|-60 34 54|2000| 4.75|F1III  |27.50| 0.07|-0.19|HIP101612
HIP101772|20 37 34.0|-47 17 29|2000| 3.11|K0III  |31.00| 0.05| 0.07|HIP101772
HIP101955|20 39 37.7|+04 58 19|2000| 7.88|K5V    |18.50| 0.86| 0.07|HIP101955
HIP101997|20 40 11.8|-23 46 25|2000| 6.36|G8/K0V |14.60| 0.50| 0.46|HIP101997
HIP102040|20 40 45.1|+19 56 07|2000| 6.43|G5V    |20.90| 0.12| 0.31|HIP102040
HIP102101|20 41 28.2|+57 25 47|2000|10.20|M0     |23.90| 0.10| 0.21|HIP102101
HIP102141|20 41 51.2|-32 26 06|2000|10.20|Mpe    |10.20| 0.27|-0.37|HIP102141
HIP102186|20 42 18.8|-52 41 57|2000| 8.83|K7V    |12.10| 0.08|-1.07|HIP102186
HIP102226|20 42 49.4|+20 50 40|2000| 8.26|K0     |25.30|-0.08|-0.35|HIP102226
HIP102253|20 43 11.0|+66 39 26|2000| 5.59|A8V    |42.50| 0.03| 0.03|HIP102253
HIP102264|20 43 16.0|-29 25 26|2000| 6.95|G3/G5V |22.40|-0.04|-0.21|HIP102264
HIP102332|20 44 00.6|-21 21 20|2000| 9.84|K7V    |26.10| 0.03|-0.27|HIP102332
HIP102333|20 44 02.3|-51 55 15|2000| 4.51|A6:var |24.10| 0.16|-0.05|HIP102333
HIP102409|20 45 09.5|-31 20 27|2000| 8.81|M1Ve   | 9.94| 0.28|-0.36|HIP102409
HIP102422|20 45 17.4|+61 50 19|2000| 3.41|K0IV   |14.30| 0.09| 0.82|HIP102422
HIP102485|20 46 05.7|-25 16 15|2000| 4.13|F5V    |14.60|-0.05|-0.16|HIP102485
HIP102488|20 46 12.7|+33 58 12|2000| 2.48|K0III  |22.00| 0.36| 0.33|HIP102488
HIP102531|20 46 38.9|+16 07 26|2000| 5.15|A2Ia+..|31.50|-0.01|-0.20|HIP102531
HIP102532|20 46 39.5|+16 07 27|2000| 4.27|K1IV   |31.10|-0.03|-0.20|HIP102532
HIP102766|20 49 16.2|+32 17 05|2000| 8.25|K2     |23.60|-0.16|-0.27|HIP102766
HIP102805|20 49 37.8|+12 32 42|2000| 6.01|F5V    |29.50| 0.05| 0.10|HIP102805
HIP102843|20 50 04.9|+44 03 33|2000| 5.06|A4me...|42.20| 0.12| 0.13|HIP102843
HIP102851|20 50 10.6|+29 23 02|2000| 8.32|K5V    |20.60| 0.02|-0.06|HIP102851
HIP102870|20 50 33.1|+52 53 58|2000| 9.69|K5     |22.40| 0.29| 0.44|HIP102870
HIP103039|20 52 33.0|-16 58 29|2000|11.40|---    | 5.48|-0.31| 0.03|HIP103039
HIP103096|20 53 19.8|+62 09 15|2000| 8.55|M2V    | 7.04| 0.00|-0.77|HIP103096
HIP103256|20 55 06.9|+13 10 36|2000| 8.82|K3V    |22.70| 0.55| 0.37|HIP103256
HIP103388|20 56 46.6|+10 26 54|2000|11.30|M4     |14.70|-0.02|-1.11|HIP103388
HIP103389|20 56 47.3|-26 17 46|2000| 5.70|F7V    |21.00| 0.10|-0.07|HIP103389
HIP103441|20 57 25.4|+22 21 45|2000|11.90|M3     |13.60| 0.77|-0.21|HIP103441
HIP103458|20 57 40.1|-44 07 45|2000| 6.52|G0V    |21.60|-0.52|-0.98|HIP103458
HIP103650|21 00 03.4|+70 40 07|2000| 9.32|K2     |25.70| 0.15|-0.05|HIP103650
HIP103673|21 00 21.5|-51 15 55|2000| 5.76|F5IV-V |28.50|-0.09| 0.13|HIP103673
HIP103768|21 01 39.1|-32 31 28|2000| 9.37|K5V    |20.40| 0.24|-0.12|HIP103768
HIP103800|21 01 58.6|-06 19 07|2000|11.20|M3     |13.80|-0.23|-0.45|HIP103800
HIP103859|21 02 40.8|+45 53 05|2000| 7.69|K2     |19.30| 0.40| 0.14|HIP103859
HIP103910|21 03 13.9|-56 57 48|2000|12.80|M4     |14.10|-0.36| 0.35|HIP103910
HIP104019|21 04 24.3|-19 51 18|2000| 4.82|A5V    |48.40|-0.04|-0.02|HIP104019
HIP104092|21 05 19.7|+07 04 09|2000| 8.27|K5     |14.80| 0.08|-0.56|HIP104092
HIP104139|21 05 56.8|-17 13 58|2000| 4.08|A1V    |48.50| 0.08|-0.06|HIP104139
GJ820A   |21 06 53.9|+38 44 57|2000| 5.20|K5.0V  | 3.49| 4.16| 3.26|GJ820A
GJ820B   |21 06 55.3|+38 44 30|2000| 6.03|K7.0V  | 3.49| 4.11| 3.14|GJ820B
HIP104239|21 07 10.4|-13 55 22|2000| 7.12|K1V    |17.60| 0.38|-0.05|HIP104239
HIP104383|21 08 45.5|-04 25 36|2000| 9.45|M1     |26.30|-0.08|-0.03|HIP104383
HIP104436|21 09 20.7|-82 01 38|2000| 6.98|G3V    |24.20| 0.26|-0.05|HIP104436
HIP104440|21 09 22.4|-73 10 22|2000| 5.67|G3IV   |18.70| 0.46|-0.29|HIP104440
HIP104521|21 10 20.5|+10 07 53|2000| 4.70|F0p    |35.20| 0.05|-0.15|HIP104521
HIP104644|21 11 49.6|-43 36 49|2000|11.90|M1:    |14.30| 0.22|-0.69|HIP104644
HIP104887|21 14 47.5|+38 02 43|2000| 3.74|F1IV   |20.90| 0.20| 0.41|HIP104887
HIP105038|21 16 32.5|+09 23 37|2000| 7.88|K2     |16.10| 0.15|-0.12|HIP105038
GJ825    |21 17 15.3|-38 52 02|2000| 6.67|K9.0V  | 3.94|-3.26|-1.15|GJ825
HIP105152|21 18 03.0|+00 09 41|2000| 8.15|K2     |19.20| 0.47|-0.19|HIP105152
HIP105184|21 18 27.3|-43 20 04|2000| 6.75|G5V    |23.70| 0.24| 0.02|HIP105184
HIP105199|21 18 34.8|+62 35 08|2000| 2.45|A7IV-V |14.90| 0.15| 0.05|HIP105199
HIP105312|21 19 45.6|-26 21 10|2000| 6.56|G5V    |18.70|-0.58|-0.36|HIP105312
HIP105319|21 19 52.0|-53 26 57|2000| 4.39|A5V    |29.70| 0.11|-0.07|HIP105319
HIP105341|21 20 13.8|-19 51 08|2000| 9.09|K5V    |16.30|-0.17|-0.72|HIP105341
HIP105406|21 21 01.4|+40 20 42|2000| 6.39|F8V    |26.50|-0.02|-0.21|HIP105406
HIP105668|21 24 11.5|-12 52 41|2000| 5.48|F0V    |48.00| 0.09| 0.01|HIP105668
HIP105675|21 24 15.1|-58 41 32|2000| 8.68|K3V    |25.30|-0.10|-0.02|HIP105675
HIP105712|21 24 40.6|-68 13 40|2000| 6.98|G5V    |20.40| 0.14| 0.17|HIP105712
HIP105769|21 25 19.6|+46 42 51|2000| 5.59|F0V    |34.30| 0.19| 0.05|HIP105769
HIP105858|21 26 26.6|-65 21 58|2000| 4.21|F6V    | 9.21| 0.08| 0.80|HIP105858
HIP105860|21 26 26.7|+19 22 32|2000| 6.08|A8m    |46.00| 0.08| 0.02|HIP105860
HIP105905|21 26 58.5|-56 07 30|2000| 8.65|K3V    |23.10| 0.66| 0.14|HIP105905
HIP105911|21 27 01.3|-44 48 30|2000| 7.49|K0V    |23.50| 0.26| 0.18|HIP105911
HIP105932|21 27 16.9|-06 50 39|2000|11.00|M0     |16.20| 0.02|-0.40|HIP105932
HIP105932|21 27 16.9|-06 50 39|2000|11.00|M0     |16.20| 0.02|-0.40|HIP105932
HIP106106|21 29 36.8|+17 38 35|2000|10.30|M4     | 6.74| 1.01| 0.38|HIP106106
HIP106147|21 30 02.8|-12 30 36|2000| 9.11|K4/K5V |18.00| 1.02|-0.26|HIP106147
HIP106231|21 31 01.7|+23 20 07|2000| 9.23|K8     |25.00| 0.13|-0.14|HIP106231
HIP106400|21 33 01.1|+62 00 08|2000| 9.34|K      |23.10| 0.37| 0.19|HIP106400
GJ832    |21 33 34.0|-49 00 31|2000| 8.66|M1.5V  | 4.94|-0.05|-0.82|GJ832
HIP106481|21 33 58.8|+45 35 30|2000| 3.98|G8III  |38.10|-0.02|-0.09|HIP106481
HIP106559|21 34 51.1|-20 05 03|2000| 5.70|F5V    |27.10|-0.03| 0.04|HIP106559
HIP106696|21 36 41.2|-50 50 43|2000| 7.14|K2V    |14.70| 0.42|-0.20|HIP106696
HIP106811|21 38 00.4|+27 43 25|2000| 9.83|---    |13.10| 0.47|-0.08|HIP106811
HIP106897|21 39 01.2|+20 15 55|2000| 5.77|F2V    |39.10| 0.12| 0.00|HIP106897
HIP107022|21 40 29.8|-74 04 27|2000| 7.07|G8V    |22.10|-0.14| 0.21|HIP107022
HIP107089|21 41 28.6|-77 23 24|2000| 3.73|K0III  |21.10| 0.06|-0.24|HIP107089
HIP107143|21 42 10.2|-41 07 29|2000| 8.82|K5V    |23.50| 0.24|-0.29|HIP107143
HIP107346|21 44 30.0|+41 35 50|2000| 9.65|K0     |20.20|-0.06| 0.04|HIP107346
HIP107350|21 44 31.3|+14 46 19|2000| 5.96|G0V    |18.30| 0.23|-0.11|HIP107350
HIP107522|21 46 35.8|-57 42 12|2000| 8.77|K7V    |19.00| 0.09|-0.91|HIP107522
HIP107556|21 47 02.4|-16 07 38|2000| 2.85|A5mF2  |11.80| 0.26|-0.30|HIP107556
HIP107625|21 48 00.0|-40 15 21|2000| 8.62|K3V    |23.70| 0.11|-0.35|HIP107625
HIP107649|21 48 15.8|-47 18 12|2000| 5.57|G2V    |15.60| 0.17|-0.29|HIP107649
HIP107705|21 49 05.8|-72 06 08|2000| 9.53|M2Ve   |16.10| 0.30|-0.29|HIP107705
HIP107711|21 49 11.9|-41 33 32|2000|11.50|M6     |13.40| 0.95|-0.47|HIP107711
HIP107772|21 49 59.8|-41 14 42|2000|10.50|M0     |22.40|-0.24| 0.23|HIP107772
HIP107788|21 50 08.7|+17 17 09|2000| 5.34|F2III-I|33.40| 0.09|-0.04|HIP107788
HIP107975|21 52 29.9|+28 47 36|2000| 5.52|F6IVwva|27.60|-0.06|-0.06|HIP107975
HIP108028|21 53 05.4|+20 55 49|2000| 8.18|K0     |23.90|-0.01|-0.10|HIP108028
HIP108036|21 53 17.8|-13 33 06|2000| 5.08|F3IV   |27.60| 0.31| 0.01|HIP108036
HIP108092|21 53 59.0|+41 46 44|2000|10.30|M2     |23.20| 0.38|-0.36|HIP108092
HIP108156|21 54 45.0|+32 19 42|2000| 7.73|K0     |20.30| 0.21|-0.23|HIP108156
HIP108159|21 54 45.3|-46 59 33|2000|11.90|M3     |15.10|-0.31|-0.37|HIP108159
HIP108162|21 54 51.3|-77 20 16|2000| 8.23|K3IV   |26.30| 0.22|-0.19|HIP108162
HIP108162|21 54 51.3|-77 20 16|2000| 8.23|K3IV   |26.30| 0.22|-0.19|HIP108162
HIP108506|21 58 55.0|-04 22 23|2000| 6.24|K2V    |36.00| 0.00|-0.25|HIP108506
HIP108567|21 59 32.1|-60 55 58|2000| 9.53|K7     |23.20|-0.01|-0.09|HIP108567
HIP108569|21 59 34.7|-59 45 10|2000| 9.74|M2     |11.80| 0.89|-0.13|HIP108569
HIP108752|22 01 49.0|+16 28 02|2000|10.60|M2     |16.40| 0.39| 0.15|HIP108752
HIP108782|22 02 10.3|+01 24 00|2000| 9.17|M0     |10.30|-0.46|-0.28|HIP108782
GJ845A   |22 03 21.7|-56 47 09|2000| 4.68|K4.0V  | 3.62| 3.96|-2.54|GJ845A
HIP108917|22 03 47.5|+64 37 40|2000| 4.26|Am     |31.10| 0.21| 0.09|HIP108917
HIP109176|22 07 00.7|+25 20 42|2000| 3.77|F5V    |11.70| 0.30| 0.03|HIP109176
HIP109268|22 08 14.0|-46 57 39|2000| 1.73|B7IV   |31.00| 0.13|-0.15|HIP109268
HIP109285|22 08 23.0|-32 59 18|2000| 4.50|A2V    |39.90| 0.08|-0.03|HIP109285
HIP109378|22 09 29.9|-07 32 55|2000| 6.54|G0     |21.20| 0.09|-0.45|HIP109378
HIP109388|22 09 40.3|-04 38 26|2000|10.40|M3     | 8.77| 1.13|-0.02|HIP109388
HIP109422|22 10 08.8|-32 32 54|2000| 4.94|F6V    |18.70| 0.43| 0.01|HIP109422
HIP109427|22 10 12.0|+06 11 52|2000| 3.52|A2V    |29.60| 0.28| 0.03|HIP109427
HIP109474|22 10 38.8|+70 07 57|2000| 5.52|F2V    |32.60|-0.06| 0.02|HIP109474
HIP109527|22 11 11.9|+36 15 22|2000| 7.23|K0     |22.40| 0.03|-0.25|HIP109527
HIP109555|22 11 30.1|+18 25 34|2000|10.20|M2     |11.40| 0.33| 0.18|HIP109555
HIP109638|22 12 35.9|+08 33 11|2000|11.90|M3     |13.80| 0.12|-0.66|HIP109638
HIP109822|22 14 38.2|-15 49 06|2000| 6.55|K0/K1V |38.10|-0.01|-0.36|HIP109822
HIP109821|22 14 38.7|-41 22 54|2000| 6.23|G5V    |22.10| 0.57|-0.79|HIP109821
HIP109857|22 15 02.2|+57 02 36|2000| 4.18|F0IV   |25.70| 0.48| 0.05|HIP109857
HIP109926|22 15 54.1|+54 40 22|2000| 7.50|K1V    |21.40| 0.21| 0.07|HIP109926
HIP109980|22 16 31.8|+68 20 23|2000| 9.23|K5     |23.90| 0.38|-0.01|HIP109980
HIP110066|22 17 39.4|-48 39 01|2000| 8.40|K3V    |25.30| 0.20|-0.11|HIP110066
HIP110078|22 17 50.6|-77 30 41|2000| 5.49|F3III  |38.40|-0.04| 0.01|HIP110078
HIP110109|22 18 15.6|-53 37 37|2000| 5.36|G1V    |13.60| 0.44|-0.63|HIP110109
HIP110341|22 20 55.8|+08 11 12|2000| 6.18|F6V    |31.70| 0.04| 0.02|HIP110341
HIP110395|22 21 39.4|-01 23 14|2000| 3.86|A0V    |48.30| 0.13| 0.01|HIP110395
HIP110443|22 22 16.2|-54 33 38|2000| 8.98|K7V    |13.30|-0.19| 0.23|HIP110443
HIP110506|22 23 08.0|-45 55 42|2000| 5.62|F3III-I|40.60| 0.23|-0.06|HIP110506
HIP110526|22 23 29.1|+32 27 33|2000|10.70|M0...  |16.00| 0.25|-0.21|HIP110526
HIP110640|22 24 45.5|+22 33 04|2000| 8.83|M0     |21.30|-0.17|-0.07|HIP110640
HIP110712|22 25 51.2|-75 00 56|2000| 6.12|G3IV   |23.00| 0.06| 0.01|HIP110712
HIP110750|22 26 13.5|-19 11 18|2000| 9.25|K3/K4V |26.70| 0.24|-0.03|HIP110750
HIP110774|22 26 32.7|+63 52 45|2000| 9.52|K7     |25.00| 0.20| 0.21|HIP110774
HIP110778|22 26 34.3|-16 44 31|2000| 5.55|G3V    |20.00| 0.21| 0.00|HIP110778
GJ860B   |22 27 59.6|+57 41 45|2000|11.40|M4.0V  | 4.03|-0.87|-0.47|GJ860B
GJ860A   |22 28 00.4|+57 41 49|2000| 9.79|M3.0V  | 4.03|-0.87|-0.47|GJ860A
HIP110935|22 28 37.7|-67 29 20|2000| 5.56|A3V    |43.50| 0.15|-0.07|HIP110935
HIP110951|22 28 45.9|+18 55 54|2000|10.70|---    |22.50| 0.17|-0.13|HIP110951
HIP110996|22 29 15.2|-30 01 06|2000| 7.65|K4V    |15.40| 0.22|-0.81|HIP110996
HIP111169|22 31 17.5|+50 16 56|2000| 3.76|A1V    |31.30| 0.14| 0.02|HIP111169
HIP111170|22 31 18.3|-06 33 18|2000| 6.15|F7V    |25.50| 0.16|-0.11|HIP111170
HIP111188|22 31 30.3|-32 20 45|2000| 4.29|A1V    |45.40| 0.06|-0.02|HIP111188
HIP111313|22 33 02.2|+09 22 40|2000|10.30|M0V:   |12.80| 0.54| 0.14|HIP111313
HIP111449|22 34 41.6|-20 42 29|2000| 5.21|F7V    |22.70| 0.22|-0.15|HIP111449
HIP111685|22 37 29.9|+39 22 51|2000| 9.41|M2     |18.80| 0.02|-0.34|HIP111685
HIP111766|22 38 29.8|-65 22 42|2000|11.50|---    |14.80| 0.83|-0.16|HIP111766
GJ866    |22 38 33.4|-15 18 07|2000|13.00|M5.0V  | 3.45| 2.36| 2.24|GJ866
HIP111802|22 38 45.6|-20 37 16|2000| 9.06|M0Vpe  | 8.64| 0.45|-0.08|HIP111802
HIP111888|22 39 50.8|+04 06 58|2000| 8.48|K2     |22.60| 0.18| 0.11|HIP111888
HIP111960|22 40 43.4|-29 40 28|2000| 7.83|K4/K5V |13.50| 0.38|-0.02|HIP111960
HIP111978|22 40 55.2|-31 59 24|2000| 7.41|G8/K0V |26.70| 0.34| 0.02|HIP111978
HIP111983|22 40 58.7|-46 12 07|2000| 9.14|K5V    |22.90| 0.10|-0.02|HIP111983
HIP112117|22 42 36.9|-47 12 38|2000| 5.99|G0     |23.50| 0.01|-0.33|HIP112117
HIP112190|22 43 21.3|-06 24 02|2000| 8.11|K0     |21.50|-0.15|-0.29|HIP112190
HIP112245|22 44 05.8|+64 34 14|2000| 7.50|G8V    |25.10| 0.05|-0.30|HIP112245
GJ873    |22 46 49.7|+44 20 02|2000|10.20|M3.5V  | 5.04|-0.70|-0.46|GJ873
HIP112496|22 47 13.6|+18 23 04|2000| 9.02|G0     |26.60| 0.25| 0.09|HIP112496
HIP112527|22 47 31.9|+83 41 49|2000| 7.53|K2     |19.90|-0.15| 0.12|HIP112527
HIP112623|22 48 33.3|-51 19 00|2000| 3.49|A3V    |39.70| 0.11|-0.07|HIP112623
HIP112724|22 49 40.8|+66 12 01|2000| 3.50|K0III  |35.30|-0.07|-0.12|HIP112724
HIP112748|22 50 00.2|+24 36 05|2000| 3.51|M2III  |35.70| 0.14|-0.04|HIP112748
HIP112774|22 50 19.4|-07 05 24|2000| 9.86|K5     |13.90|-0.10| 0.10|HIP112774
HIP112870|22 51 26.4|+13 58 11|2000| 8.29|K0     |21.00| 0.40| 0.20|HIP112870
HIP112909|22 51 53.5|+31 45 15|2000|11.60|M3.5Ve |14.20| 0.53|-0.05|HIP112909
HIP112915|22 52 00.5|+57 43 00|2000| 8.01|K5III  |24.20|-0.09|-0.22|HIP112915
HIP112918|22 52 02.5|+23 24 47|2000| 9.79|K8     |27.10| 0.13|-0.15|HIP112918
HIP112935|22 52 24.1|+09 50 08|2000| 5.16|F7IV   |26.80| 0.52| 0.04|HIP112935
GJ876    |22 53 16.7|-14 15 48|2000|10.10|M3.5V  | 4.66| 0.96|-0.68|GJ876
HIP113283|22 56 24.1|-31 33 55|2000| 6.48|K4Vp   | 7.63| 0.33|-0.16|HIP113283
HIP113357|22 57 28.0|+20 46 07|2000| 5.45|G5V    |15.30| 0.21| 0.06|HIP113357
HIP113368|22 57 39.1|-29 37 20|2000| 1.17|A3V    | 7.68| 0.33|-0.16|HIP113368
